departure city,arrival city,transit_distance [m],transit_time [s]
Solihull,Valencia,2080696,62403
Alicante,Gdynia,3263393,131820
Hoofddorp,Gdynia,1275915,66180
Uppsala,Gdynia,952837,64494
Las Palmas,Bordeaux,-1,-1
Barcelona,Bordeaux,650419,41100
Paris,Bordeaux,498866,24600
Hoofddorp,Geneva,1051089,42840
Athens,Geneva,2732629,161520
Belfast,Geneva,1779202,83745
Bergen,Bergen,-1,-1
Hoofddorp,Bergen,2125802,112920
Málaga,Bergen,4329836,198720
Uppsala,Poznań,1784859,73374
Solihull,Poznań,1684279,61250
Bristol,Poznań,1709331,60350
Sochi,Khimki,2958997,130860
Astrakhan,Khimki,2636361,161820
Zemun,Khimki,3736381,207615
Bari,Siracusa,594263,39900
Budapest,Siracusa,1974166,85235
Basel,Catania,1583176,73740
Budapest,Catania,1903462,81185
Hoofddorp,Prague,929737,45300
Budapest,Prague,531355,22800
Zemun,Budapest,391829,25035
Bari,Budapest,1423754,73804
Belfast,Harrow,732311,51060
Budapest,Harrow,-1,-1
Bergamo,Reggio di Calabria,1255959,48553
Basel,Reggio di Calabria,1484291,64500
Las Palmas,Oslo,-1,-1
Zemun,Oslo,2848563,149775
Zemun,Amiens,2011703,87135
Bergamo,Amiens,1104861,46033
Hoofddorp,Vantaa,2407508,145140
Budapest,Vantaa,1894241,123120
Hoofddorp,Oulu,3029572,150900
Trondheim,Oulu,-1,-1
Sochi,Odintsovo,-1,-1
Chelyabinsk,Odintsovo,-1,-1
Sochi,Cherepovets,-1,-1
Saint Petersburg,Cherepovets,617248,38014
Livorno,Nice,346269,24300
Livorno,Nice,346269,24300
Livorno,Marseille,-1,-1
Budapest,Marseille,-1,-1
Las Palmas,Liverpool,-1,-1
Belfast,Liverpool,-1,-1
Sochi,Kazan,4588313,181920
Zemun,Kazan,-1,-1
Bournemouth,Southampton,46151,2700
Hoofddorp,Southampton,712815,22080
Bari,Venice,751305,37444
Bergamo,Iaşi,2026113,130363
Sochi,Domodedovo,3513929,176100
Belfast,Sale,-1,-1
Solihull,Craiova,2730489,133987
Bari,Turin,941744,41072
Las Palmas,Belfast,-1,-1
Bari,Verona,705451,37504
León,Aves,-1,-1
Bournemouth,Bournemouth,-1,-1
Basel,Pristina,1698074,125043
Bratislava,Kaunas,1085758,63265
Castellón de la Plana,Nijmegen,1881523,67080
Khimki,Chelyabinsk,2450119,123420
Varna,Bonn,2347194,127370
Bergamo,Cagliari,1087213,68280
Zemun,Odivelas,3465140,172929
Zemun,Vienna,780526,42675
Athens,Menemen,-1,-1
Hoofddorp,Norwich,764050,24600
Hoofddorp,Burgas,2633019,144000
Alicante,Maastricht,2031763,76260
Khimki,Arkhangelsk,2144484,78120
Sochi,Lyubertsy,-1,-1
Athens,Çanakkale,-1,-1
Sochi,Pskov,3893856,161358
Sochi,Krasnoyarsk,9959629,360180
Athens,Bodrum,-1,-1
Athens,Thessaloníki,499003,21960
Çanakkale,Irákleio,-1,-1
Sochi,Perm,5660343,209520
Zemun,Niš,248839,16252
Hoofddorp,Florence,1817556,63900
Luton,Cluj-Napoca,2674089,123300
Düsseldorf,Las Palmas,-1,-1
Düsseldorf,Las Palmas,-1,-1
Aberdeen,Las Palmas,-1,-1
Derby,Las Palmas,-1,-1
Derby,Las Palmas,-1,-1
Frankfurt,Las Palmas,-1,-1
Frankfurt,Las Palmas,-1,-1
Belfast,Las Palmas,-1,-1
Belfast,Las Palmas,-1,-1
Hannover,Las Palmas,-1,-1
Copenhagen,Torrejón de Ardoz,2795292,104193
Düsseldorf,Torrejón de Ardoz,2317227,75420
Donostia,Torrejón de Ardoz,422781,26986
Aberdeen,Torrejón de Ardoz,2630268,98129
Rome,Torrejón de Ardoz,2660569,110731
Florence,Torrejón de Ardoz,1982691,83520
La Laguna,Torrejón de Ardoz,-1,-1
Granada,Torrejón de Ardoz,379899,19440
Geneva,Torrejón de Ardoz,1911001,67920
Vantaa,Torrejón de Ardoz,3958196,190173
Copenhagen,Paris,1526162,63480
Düsseldorf,Paris,525306,33540
Derby,Paris,738352,28544
Rome,Paris,1414812,56580
Rome,Paris,1414812,56580
Florence,Paris,1204434,50280
La Laguna,Paris,-1,-1
Frankfurt,Paris,594457,29700
Belfast,Paris,1215849,60780
Copenhagen,Málaga,3327758,117720
Aberdeen,Málaga,3134673,110400
Eindhoven,Málaga,-1,-1
Derby,Málaga,2390595,95700
Rome,Málaga,2728316,97860
Frankfurt,Málaga,2490359,70500
Saarbrücken,Málaga,2299023,73829
Donostia,Barcelona,-1,-1
Aberdeen,Barcelona,2544104,72420
Rome,Barcelona,1378395,76500
Frankfurt,Barcelona,1379905,45060
Granada,Barcelona,958584,27000
Geneva,Barcelona,793406,34260
Vantaa,Barcelona,3923460,178860
Copenhagen,Munich,1315701,49200
Düsseldorf,Munich,699763,24120
Rome,Munich,910081,32820
Florence,Munich,642110,33300
Frankfurt,Munich,423475,24780
Geneva,Munich,597482,34800
Hannover,Munich,647042,21660
Copenhagen,Vantaa,1174993,66660
Düsseldorf,Vantaa,2344016,123745
Frankfurt,Vantaa,2201476,116820
Uppsala,Vantaa,-1,-1
Paris,Vantaa,2757752,129720
Oulu,Vantaa,663785,26820
Oulu,Vantaa,663785,26820
Copenhagen,Gothenburg,339564,27360
Aberdeen,Gothenburg,-1,-1
Frankfurt,Gothenburg,1329196,65460
Málaga,Gothenburg,3637487,147900
Bergen,Gothenburg,748233,41700
Geneva,Gothenburg,1910823,84000
Vantaa,Gothenburg,980003,63240
Copenhagen,Hoofddorp,1008404,49200
Düsseldorf,Hoofddorp,240614,13860
Huelva,Hoofddorp,-1,-1
Rome,Hoofddorp,1916608,71100
La Laguna,Hoofddorp,-1,-1
Frankfurt,Hoofddorp,544170,31020
Belfast,Hoofddorp,1438603,57825
Aberdeen,Croydon,970196,35880
Rome,Croydon,1926824,73380
Florence,Croydon,1747874,67080
Frankfurt,Croydon,810383,39540
Bournemouth,Croydon,202728,18881
Geneva,Croydon,1069937,40980
Copenhagen,Budapest,1874267,75720
Dortmund,Budapest,1315128,47820
Eindhoven,Budapest,1380479,57780
Rome,Budapest,1279337,66660
La Laguna,Budapest,-1,-1
Frankfurt,Budapest,992027,45600
Düsseldorf,Odivelas,3257852,114420
Eindhoven,Odivelas,-1,-1
Huelva,Odivelas,391111,22080
Rome,Odivelas,3142131,107878
La Laguna,Odivelas,-1,-1
Düsseldorf,Oulu,2904777,123540
Düsseldorf,Oulu,2904777,123540
Düsseldorf,Oulu,2904777,123540
Frankfurt,Oulu,3033756,126120
Vantaa,Oulu,663864,29100
Copenhagen,Maia,-1,-1
Strasbourg,Maia,-1,-1
Ulm,Maia,-1,-1
La Laguna,Maia,-1,-1
Geneva,Maia,-1,-1
Barcelona,Charleroi,1448802,50580
Rome,Charleroi,1769203,67860
Bucharest,Charleroi,2427659,121560
Catania,Charleroi,2533878,93892
Aberdeen,Charleroi,1315377,42000
Copenhagen,Alicante,3345152,113700
Eindhoven,Alicante,-1,-1
Derby,Alicante,-1,-1
Strasbourg,Alicante,1665331,74040
Frankfurt,Alicante,1916343,70800
Copenhagen,Hamburg,504934,25560
Frankfurt,Hamburg,503485,24660
Málaga,Hamburg,2778379,109200
Las Palmas,Hamburg,-1,-1
Vantaa,Hamburg,1685547,108780
Copenhagen,Geneva,1682227,71220
Aberdeen,Geneva,1979319,58140
Derby,Geneva,1268350,43544
Frankfurt,Geneva,569453,31500
Belfast,Geneva,1779202,83745
Aberdeen,Bristol,864320,40260
La Laguna,Bristol,-1,-1
Frankfurt,Bristol,987786,47700
Belfast,Bristol,689408,52560
Geneva,Bristol,1241560,46860
Aberdeen,Solihull,731110,37980
Bournemouth,Solihull,260440,31200
Mataró,Solihull,1787733,62640
Geneva,Solihull,1225895,47763
Rome,Cagliari,467881,52380
Rome,Cagliari,467881,52380
Rome,Cagliari,467881,52380
Nice,Cagliari,966579,79800
Taranto,Bologna,744601,42900
Catania,Bologna,1080829,38880
Rome,Bologna,373928,16800
Frankfurt,Bologna,863500,43140
Copenhagen,Vienna,1626575,63600
Düsseldorf,Vienna,961800,40740
Rome,Vienna,1243361,59100
Frankfurt,Vienna,729450,33180
Rome,Brussels,1719235,64800
Frankfurt,Brussels,411946,26700
Geneva,Brussels,862310,34260
Vantaa,Brussels,2331342,137460
Derby,Belfast,625909,50160
Huelva,Belfast,-1,-1
Huelva,Belfast,-1,-1
Belfast,Belfast,-1,-1
Copenhagen,Zürich,1544224,64800
Düsseldorf,Zürich,684854,29100
Rome,Zürich,807072,44820
Frankfurt,Zürich,421523,24240
Copenhagen,Harrow,1607909,66960
Düsseldorf,Harrow,674597,35700
Rome,Harrow,1924240,73500
Frankfurt,Harrow,812427,41640
Copenhagen,Salzburg,1463282,56520
Eindhoven,Salzburg,976657,57416
Frankfurt,Salzburg,578156,23040
Domodedovo,Saint Petersburg,-1,-1
Novorossiysk,Saint Petersburg,2935546,114600
Nizhniy Novgorod,Saint Petersburg,2099389,39540
Copenhagen,Frankfurt,1005327,42960
Düsseldorf,Frankfurt,219904,6540
Hannover,Frankfurt,353579,17100
Copenhagen,Gdynia,1135112,58800
Dortmund,Gdynia,1062316,55800
Málaga,Gdynia,3528275,144300
Debrecen,Luton,2061613,75660
Huelva,Luton,-1,-1
Belfast,Luton,764092,53100
Kamëz,Graz,-1,-1
Frankfurt,Graz,790543,41040
Frankfurt,Graz,790543,41040
Copenhagen,Kraków,1492312,68280
Eindhoven,Kraków,1249703,64080
Frankfurt,Kraków,949640,53880
Catania,Prague,1960162,91372
Rome,Prague,1421761,70860
Frankfurt,Prague,524512,26160
Catania,Bucharest,-1,-1
Rome,Bucharest,2080382,127800
Ulm,Bucharest,1714867,103800
Catania,Florence,957943,37560
Rome,Florence,275156,11700
Frankfurt,Florence,952502,46740
Taranto,Bergamo,1006808,52380
Catania,Bergamo,1342826,46080
Eindhoven,Bergamo,1071119,105900
Copenhagen,Uppsala,707181,25500
Frankfurt,Uppsala,1696861,74400
Geneva,Uppsala,2274703,88620
Dortmund,Cluj-Napoca,1862955,92100
Eindhoven,Cluj-Napoca,1928291,121740
Ulm,Cluj-Napoca,1444112,81240
Rome,Milan,603755,28200
Frankfurt,Milan,654752,38100
Frankfurt,Milan,654752,38100
Düsseldorf,Chisinau,2008838,116554
Rome,Chisinau,-1,-1
Bournemouth,Southampton,46151,2700
Geneva,Southampton,1180417,46620
Bergen,Bergen,-1,-1
Stavanger,Bergen,206341,19074
Düsseldorf,Pristina,1910926,117449
Geneva,Pristina,1911936,130589
Düsseldorf,La Laguna,-1,-1
La Laguna,La Laguna,-1,-1
Düsseldorf,Kamëz,-1,-1
Rome,Kamëz,-1,-1
Eindhoven,Taranto,-1,-1
Rome,Taranto,506667,25500
Frankfurt,Saarbrücken,208531,14400
Niš,Saarbrücken,1767698,97152
La Laguna,Basel,-1,-1
Frankfurt,Basel,334769,20086
Eindhoven,Athens,2734499,155100
Rome,Athens,2406263,127140
Rome,Genoa,485737,29760
Barcelona,Genoa,1028886,55980
Huelva,Liverpool,-1,-1
Geneva,Liverpool,-1,-1
Rome,Warsaw,1965292,92760
Frankfurt,Warsaw,1090425,44280
Rome,Turin,694657,31648
Frankfurt,Turin,722324,43528
Rome,Poznań,1822311,66830
Frankfurt,Poznań,796613,32690
Dortmund,Vilnius,1564667,69660
Eindhoven,Vilnius,1767367,83383
Dortmund,Novi Sad,1616033,68700
Ulm,Novi Sad,1085215,51000
Dortmund,Rome,1456235,54600
Iaşi,Rome,2446133,130485
Copenhagen,Oslo,733959,43260
Frankfurt,Oslo,1853836,83700
Dortmund,Sosnowiec,988011,50820
La Laguna,Sosnowiec,-1,-1
Domodedovo,Volgograd,1877774,121080
Nizhniy Novgorod,Volgograd,3376981,125100
Copenhagen,Bonn,977611,43920
Rome,Bonn,1371032,60480
Catania,Verona,1194452,43380
Rome,Verona,495049,26828
Cheboksary,Khimki,1115236,64320
Nizhniy Novgorod,Khimki,804303,30720
Copenhagen,Sale,-1,-1
Frankfurt,Sale,-1,-1
Bologna,Craiova,1634934,104047
Charleroi,Craiova,2112787,102247
Dortmund,Olsztyn,1160239,61860
Rome,Trieste,665052,31440
Copenhagen,Kaunas,1776335,97221
Rome,Valencia,1718298,93660
Rome,Foggia,410965,21000
Rome,Reggio di Calabria,662461,28380
Rome,Chernivtsi,2222258,123660
Rome,Radom,1880429,90660
Copenhagen,Huelva,3354770,121860
Frankfurt,Dresden,469781,25680
Frankfurt,Bremen,476099,23400
Rome,Nice,659728,42960
Frankfurt,Düsseldorf,220029,8340
Copenhagen,Aberdeen,2429962,94140
Frankfurt,Kuopio,2618669,131220
Frankfurt,Leipzig,373144,14160
Frankfurt,Nuremberg,231800,12360
Frankfurt,Stuttgart,186600,8160
Frankfurt,Tallinn,2220175,120780
Frankfurt,Wrocław,740088,38520
Bournemouth,Rennes,-1,-1
Copenhagen,Innsbruck,1581945,58680
Bristol,Grenoble,1284833,41220
Rome,Palermo,880193,45900
Rome,Villeurbanne,1037950,53100
Rome,Marseille,-1,-1
Rome,Siracusa,830927,43500
Dortmund,Zemun,1726476,82580
Düsseldorf,Copenhagen,764787,37620
Domodedovo,Penza,-1,-1
Domodedovo,Perm,4974953,297960
Domodedovo,Prokopyevsk,7736340,467880
Domodedovo,Minsk,-1,-1
Domodedovo,Murmansk,-1,-1
Domodedovo,Kazan,-1,-1
Domodedovo,Izhevsk,-1,-1
Domodedovo,Chita,12691170,564540
Domodedovo,Groznyy,-1,-1
Domodedovo,Arkhangelsk,-1,-1
Domodedovo,Sochi,2275334,180900
Eindhoven,Debrecen,1602035,86400
Derby,Rzeszów,2067648,87540
Cheboksary,Odintsovo,-1,-1
Huelva,Nijmegen,-1,-1
Rome,Rimini,492350,25440
Rome,Catania,769576,39300
Rome,Eindhoven,1546913,71160
Rome,Ulm,1077629,56280
Copenhagen,Romford,1612637,67860
Copenhagen,Riga,2064589,104340
Geneva,Bournemouth,1226548,48900
Palma,Torrejón de Ardoz,-1,-1
A Coruña,Torrejón de Ardoz,730790,15240
Almería,Torrejón de Ardoz,451486,27403
Harrow,Torrejón de Ardoz,2149367,75480
Milan,Torrejón de Ardoz,1699809,61980
Odivelas,Torrejón de Ardoz,924675,40958
Villeurbanne,Torrejón de Ardoz,1267801,42060
Málaga,Torrejón de Ardoz,470699,29340
Barcelona,Torrejón de Ardoz,555063,30240
Bologna,Torrejón de Ardoz,1934291,76320
Bordeaux,Torrejón de Ardoz,702263,34746
Brussels,Torrejón de Ardoz,1744597,61560
Las Palmas,Torrejón de Ardoz,-1,-1
Hamburg,Torrejón de Ardoz,2434398,79620
Croydon,Torrejón de Ardoz,2145573,75540
Maia,Torrejón de Ardoz,-1,-1
Sale,Torrejón de Ardoz,-1,-1
Siracusa,Torrejón de Ardoz,3035335,128255
Marseille,Torrejón de Ardoz,1055895,39540
Ivanovo,Saint Petersburg,1174896,35040
Kaliningrad,Saint Petersburg,2104572,98520
Krasnoyarsk,Saint Petersburg,6190048,226260
Samara,Saint Petersburg,1836132,72600
Kirov,Saint Petersburg,1946517,82140
Kazan,Saint Petersburg,2703474,89700
Cherepovets,Saint Petersburg,615009,36934
Murmansk,Saint Petersburg,2036611,86220
Kaspiysk,Saint Petersburg,-1,-1
Pyatigorsk,Saint Petersburg,3397166,109500
Palma,Barcelona,-1,-1
Kraków,Barcelona,2403062,102199
Harrow,Barcelona,1520859,61860
Odivelas,Barcelona,1508224,50318
Liverpool,Barcelona,-1,-1
Luton,Barcelona,1549673,61320
Palma,Barcelona,-1,-1
Sale,Barcelona,-1,-1
Siracusa,Barcelona,2383723,111875
Innsbruck,Croydon,-1,-1
Aberdeen,Croydon,970196,35880
Kraków,Croydon,1734219,69240
Málaga,Croydon,2289672,82860
Barcelona,Croydon,1598663,54668
Rennes,Croydon,839170,33480
Bucharest,Croydon,-1,-1
Odivelas,Croydon,3024251,116558
Siracusa,Croydon,2799997,108180
Chisinau,Paris,2597046,123754
Milan,Paris,908935,32820
Odivelas,Paris,2597132,75698
Odivelas,Paris,2597132,75698
Villeurbanne,Paris,396686,22320
Sale,Paris,-1,-1
Montpellier,Paris,685655,24840
Marseille,Paris,770369,32056
Marseille,Paris,770369,32056
Kraków,Málaga,3554283,131160
Liège,Málaga,2310327,79620
Harrow,Málaga,2635892,87300
Luton,Málaga,2664706,86760
Saarbrücken,Málaga,2299023,73829
Sale,Málaga,-1,-1
Almería,Málaga,214838,18763
Marseille,Málaga,1550556,48360
Kraków,Hoofddorp,1215450,59400
Stavanger,Hoofddorp,1447870,87611
Bradford,Hoofddorp,916864,42360
Harrow,Hoofddorp,593433,17580
Milan,Hoofddorp,1427321,47100
Odivelas,Hoofddorp,3077481,109178
Sale,Hoofddorp,-1,-1
Montpellier,Hoofddorp,1209986,37200
Iaşi,Bucharest,463877,26145
Chisinau,Bucharest,463407,28800
Harrow,Bucharest,2986902,133620
Liverpool,Bucharest,-1,-1
Luton,Bucharest,2968157,139020
Siracusa,Bucharest,-1,-1
Marseille,Bucharest,2498147,140160
Vlorë,Athens,-1,-1
Athens,Athens,-1,-1
Irákleio,Athens,10843,1672
Bodrum,Athens,-1,-1
Sosnowiec,Athens,1969879,124560
Harrow,Athens,3699151,202546
Menemen,Athens,-1,-1
Innsbruck,Aberdeen,-1,-1
Kraków,Aberdeen,2564903,97200
Harrow,Aberdeen,836895,40260
Harrow,Aberdeen,836895,40260
Luton,Aberdeen,848661,43380
Villeurbanne,Aberdeen,1817182,63300
Siracusa,Aberdeen,3619766,132840
Kuopio,Vantaa,416777,13980
Oulu,Vantaa,663769,26580
Kuopio,Vantaa,416777,13980
Milan,Vantaa,2802898,144840
Odivelas,Vantaa,5485545,230858
Sale,Vantaa,-1,-1
Krasnoyarsk,Odintsovo,-1,-1
Krasnodar,Odintsovo,-1,-1
Kirov,Odintsovo,-1,-1
Kazan,Odintsovo,-1,-1
Kaspiysk,Odintsovo,-1,-1
Pyatigorsk,Odintsovo,-1,-1
Sosnowiec,Siracusa,2499073,112980
Harrow,Siracusa,2646451,114600
Milan,Siracusa,1357587,46835
Odivelas,Siracusa,3919909,164918
Sale,Siracusa,-1,-1
Niš,Siracusa,-1,-1
Krasnodar,Khimki,2415332,86760
Kirov,Khimki,2078392,104160
Kazan,Khimki,829589,75660
Kaspiysk,Khimki,-1,-1
Pyatigorsk,Khimki,2754203,115920
Kraków,Bergamo,1289330,62640
Kaunas,Bergamo,2152058,99871
Odivelas,Bergamo,-1,-1
Saarbrücken,Bergamo,614946,36209
Siracusa,Bergamo,1410526,51155
Kraków,Uppsala,-1,-1
Harrow,Uppsala,2247502,110760
Oulu,Uppsala,1332935,54840
Villeurbanne,Uppsala,2624303,110340
Malmö,Uppsala,666293,20520
Harrow,Belfast,860006,51060
Luton,Belfast,879925,54660
Sale,Belfast,-1,-1
Sale,Belfast,-1,-1
Sale,Belfast,-1,-1
Harrow,Geneva,956064,43740
Lille,Geneva,748663,23359
Odivelas,Geneva,2332442,79958
Luton,Geneva,984878,43200
Sale,Geneva,-1,-1
Milan,Munich,499178,25200
Odivelas,Munich,3548186,116618
Villeurbanne,Munich,956389,51720
Sale,Munich,-1,-1
Siracusa,Munich,1567010,71975
Sosnowiec,Alicante,-1,-1
Bradford,Alicante,-1,-1
Odivelas,Alicante,1187211,51218
Sale,Alicante,-1,-1
Marseille,Alicante,938395,48480
Bradford,Las Palmas,-1,-1
Saarbrücken,Las Palmas,-1,-1
Villeurbanne,Las Palmas,-1,-1
Sale,Las Palmas,-1,-1
Sale,Las Palmas,-1,-1
Chisinau,Odivelas,4383663,193472
Harrow,Odivelas,2369986,89340
Sale,Odivelas,-1,-1
Marseille,Odivelas,1604236,74479
Belfast,Harrow,732311,51060
Basel,Harrow,899074,40260
Odivelas,Harrow,3029450,117038
Sale,Harrow,-1,-1
Innsbruck,Vienna,501046,18840
Kraków,Vienna,476731,24000
Harrow,Vienna,1561216,51420
Odivelas,Vienna,-1,-1
Kraków,Livorno,1383144,65880
Siracusa,Livorno,1090373,48275
Marseille,Livorno,488176,29400
Marseille,Livorno,488176,29400
Harrow,Brussels,396243,10680
Milan,Brussels,1229948,40800
